city,city_ascii,lat,lng,country,«·≈”„,iso2,iso3,admin_name,capital,population,id
CÈret,Ceret,42.4881,2.7514,France,›—‰”«,FR,FRA,Occitanie,minor,7821,1250219457
Cergy,Cergy,49.0361,2.0631,France,›—‰”«,FR,FRA,?le-de-France,minor,66322,1250553439
Cernay,Cernay,47.8067,7.1758,France,›—‰”«,FR,FRA,Grand Est,,11326,1250545081
Cesson,Cesson,48.5658,2.6011,France,›—‰”«,FR,FRA,?le-de-France,,10625,1250257228
Cesson-SÈvignÈ,Cesson-Sevigne,48.1208,-1.6036,France,›—‰”«,FR,FRA,Bretagne,,17312,1250083001
Cestas,Cestas,44.7444,-0.6822,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,16936,1250313637
Ceyrat,Ceyrat,45.7328,3.0633,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6390,1250352348
Chabeuil,Chabeuil,44.8997,5.02,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6869,1250284190
Chagny,Chagny,46.9106,4.7533,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,5535,1250744961
Ch‚lette-sur-Loing,Chalette-sur-Loing,48.0117,2.7358,France,›—‰”«,FR,FRA,Centre-Val de Loire,,12790,1250465626
Challans,Challans,46.8467,-1.8781,France,›—‰”«,FR,FRA,Pays de la Loire,,20898,1250531482
Challes-les-Eaux,Challes-les-Eaux,45.5475,5.9839,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,5584,1250548048
Chalonnes-sur-Loire,Chalonnes-sur-Loire,47.3506,-0.7639,France,›—‰”«,FR,FRA,Pays de la Loire,,6527,1250589526
Ch‚lons-en-Champagne,Chalons-en-Champagne,48.9575,4.365,France,›—‰”«,FR,FRA,Grand Est,minor,44246,1250720943
Chalon-sur-SaÙne,Chalon-sur-Saone,46.7806,4.8528,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,minor,44810,1250630825
ChamaliËres,Chamalieres,45.7736,3.0669,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,17210,1250611358
ChambÈry,Chambery,45.57,5.9118,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,minor,58833,1250283861
Chambly,Chambly,49.1667,2.2481,France,›—‰”«,FR,FRA,Hauts-de-France,,10174,1250064541
Chambourcy,Chambourcy,48.9061,2.0403,France,›—‰”«,FR,FRA,?le-de-France,,5607,1250691705
Chambray-lËs-Tours,Chambray-les-Tours,47.3375,0.7139,France,›—‰”«,FR,FRA,Centre-Val de Loire,,11738,1250870881
Chamonix-Mont-Blanc,Chamonix-Mont-Blanc,45.9222,6.8689,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,8648,1250219507
Champagne-au-Mont-díOr,Champagne-au-Mont-d'Or,45.7947,4.7908,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,5570,1250745099
Champagne-sur-Oise,Champagne-sur-Oise,49.1358,2.2356,France,›—‰”«,FR,FRA,?le-de-France,,5024,1250896971
Champagne-sur-Seine,Champagne-sur-Seine,48.3972,2.8011,France,›—‰”«,FR,FRA,?le-de-France,,6292,1250114042
Champagnole,Champagnole,46.7472,5.9072,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,7989,1250074670
Champigneulles,Champigneulles,48.7336,6.1644,France,›—‰”«,FR,FRA,Grand Est,,6708,1250662317
Champigny-sur-Marne,Champigny-sur-Marne,48.8172,2.5156,France,›—‰”«,FR,FRA,?le-de-France,,77039,1250631569
Champniers,Champniers,45.715,0.2056,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,5149,1250344716
Champs-Sur-Marne,Champs-Sur-Marne,48.8529,2.6027,France,›—‰”«,FR,FRA,?le-de-France,,25610,1250001308
ChangÈ,Change,47.9878,0.2819,France,›—‰”«,FR,FRA,Pays de la Loire,,6549,1250888483
ChangÈ,Change,48.1,-0.7908,France,›—‰”«,FR,FRA,Pays de la Loire,,6128,1250371076
Chanteloup-les-Vignes,Chanteloup-les-Vignes,48.9783,2.0308,France,›—‰”«,FR,FRA,?le-de-France,,10341,1250129620
Chantepie,Chantepie,48.0886,-1.6164,France,›—‰”«,FR,FRA,Bretagne,,10458,1250992436
Chantilly,Chantilly,49.1869,2.4608,France,›—‰”«,FR,FRA,Hauts-de-France,,11001,1250822296
Chantonnay,Chantonnay,46.6869,-1.0506,France,›—‰”«,FR,FRA,Pays de la Loire,,8354,1250375358
Chaponost,Chaponost,45.7103,4.7422,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,8790,1250597026
CharbonniËres-les-Bains,Charbonnieres-les-Bains,45.7806,4.7464,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,5119,1250507958
Charenton-le-Pont,Charenton-le-Pont,48.8265,2.405,France,›—‰”«,FR,FRA,?le-de-France,,30053,1250389807
Charleville-MÈziËres,Charleville-Mezieres,49.7719,4.7161,France,›—‰”«,FR,FRA,Grand Est,minor,46391,1250492188
Charnay-lËs-M‚con,Charnay-les-Macon,46.3092,4.7844,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,7559,1250258843
Chartres,Chartres,48.456,1.484,France,›—‰”«,FR,FRA,Centre-Val de Loire,minor,38426,1250325561
Chartres-de-Bretagne,Chartres-de-Bretagne,48.0394,-1.7039,France,›—‰”«,FR,FRA,Bretagne,,8023,1250767327
Chasse-sur-RhÙne,Chasse-sur-Rhone,45.5806,4.8,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6128,1250969944
Chassieu,Chassieu,45.7444,4.9664,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,10498,1250855870
Ch‚teau-Arnoux-Saint-Auban,Chateau-Arnoux-Saint-Auban,44.0933,6.0083,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,5120,1250294933
Ch‚teaubourg,Chateaubourg,48.1111,-1.4033,France,›—‰”«,FR,FRA,Bretagne,,7240,1250642540
Ch‚teaubriant,Chateaubriant,47.7169,-1.3761,France,›—‰”«,FR,FRA,Pays de la Loire,minor,12011,1250253884
Ch‚teau-díOlonne,Chateau-d'Olonne,46.5042,-1.7372,France,›—‰”«,FR,FRA,Pays de la Loire,,14411,1250339100
Ch‚teaudun,Chateaudun,48.0708,1.3378,France,›—‰”«,FR,FRA,Centre-Val de Loire,minor,13078,1250130477
Ch‚teaugiron,Chateaugiron,48.0481,-1.5031,France,›—‰”«,FR,FRA,Bretagne,,8028,1250061084
Ch‚teau-Gontier,Chateau-Gontier,47.8286,-0.7028,France,›—‰”«,FR,FRA,Pays de la Loire,minor,11805,1250935471
Ch‚teaulin,Chateaulin,48.1967,-4.09,France,›—‰”«,FR,FRA,Bretagne,minor,5189,1250839092
Ch‚teauneuf-les-Martigues,Chateauneuf-les-Martigues,43.3831,5.1642,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,17425,1250884154
Ch‚teauneuf-sur-Loire,Chateauneuf-sur-Loire,47.8653,2.2222,France,›—‰”«,FR,FRA,Centre-Val de Loire,,8176,1250552559
Ch‚teaurenard,Chateaurenard,43.8825,4.855,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,16012,1250364972
Ch‚teauroux,Chateauroux,46.8103,1.6911,France,›—‰”«,FR,FRA,Centre-Val de Loire,minor,43442,1250603472
Ch‚teau-Thierry,Chateau-Thierry,49.0464,3.4031,France,›—‰”«,FR,FRA,Hauts-de-France,minor,15351,1250189547
Ch‚telaillon-Plage,Chatelaillon-Plage,46.0731,-1.0881,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,5871,1250000983
Ch‚tel-Guyon,Chatel-Guyon,45.9225,3.0642,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6195,1250882079
Ch‚tellerault,Chatellerault,46.8178,0.5461,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,minor,31733,1250127354
Ch‚tenay-Malabry,Chatenay-Malabry,48.7653,2.2781,France,›—‰”«,FR,FRA,?le-de-France,,34170,1250512323
Ch‚tenoy-le-Royal,Chatenoy-le-Royal,46.7942,4.8164,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,6153,1250798180
Ch‚tillon,Chatillon,48.8,2.29,France,›—‰”«,FR,FRA,?le-de-France,,37010,1250813874
Ch‚tillon-sur-Seine,Chatillon-sur-Seine,47.8583,4.5742,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,5354,1250561320
Chatou,Chatou,48.8897,2.1573,France,›—‰”«,FR,FRA,?le-de-France,,30330,1250855196
Chatuzange-le-Goubet,Chatuzange-le-Goubet,45.0067,5.0908,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,5618,1250549664
Chaumont,Chaumont,48.1117,5.1389,France,›—‰”«,FR,FRA,Grand Est,minor,21990,1250139461
Chauny,Chauny,49.6156,3.2192,France,›—‰”«,FR,FRA,Hauts-de-France,,11773,1250000360
Chauray,Chauray,46.3606,-0.3772,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,7044,1250127487
Chauvigny,Chauvigny,46.5686,0.6467,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,7045,1250042832
Chaville,Chaville,48.8086,2.1886,France,›—‰”«,FR,FRA,?le-de-France,,20702,1250122168
Chazelles-sur-Lyon,Chazelles-sur-Lyon,45.6386,4.3919,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,5364,1250230875
ChÈcy,Checy,47.8936,2.0269,France,›—‰”«,FR,FRA,Centre-Val de Loire,,8636,1250650175
Chelles,Chelles,48.8833,2.6,France,›—‰”«,FR,FRA,?le-de-France,,55148,1250001485
ChemillÈ,Chemille,47.2131,-0.7258,France,›—‰”«,FR,FRA,Pays de la Loire,,7201,1250715859
ChenneviËres-sur-Marne,Chennevieres-sur-Marne,48.7983,2.5339,France,›—‰”«,FR,FRA,?le-de-France,,18142,1250458214
ChenÙve,Chenove,47.2911,5.0072,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,14216,1250661547
Cherbourg,Cherbourg,49.6333,-1.6,France,›—‰”«,FR,FRA,Normandie,minor,60991,1250026751
Chessy,Chessy,48.8803,2.7633,France,›—‰”«,FR,FRA,?le-de-France,,5969,1250777882
Chevigny-Saint-Sauveur,Chevigny-Saint-Sauveur,47.3017,5.1356,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,11160,1250570439
Chevilly-Larue,Chevilly-Larue,48.7664,2.3533,France,›—‰”«,FR,FRA,?le-de-France,,19863,1250043799
Chevreuse,Chevreuse,48.7075,2.0383,France,›—‰”«,FR,FRA,?le-de-France,,5647,1250469069
Chilly-Mazarin,Chilly-Mazarin,48.7025,2.3125,France,›—‰”«,FR,FRA,?le-de-France,,19858,1250986253
Chinon,Chinon,47.1669,0.2428,France,›—‰”«,FR,FRA,Centre-Val de Loire,minor,8145,1250190876
Choisy-le-Roi,Choisy-le-Roi,48.763,2.409,France,›—‰”«,FR,FRA,?le-de-France,,46154,1250504037
Cholet,Cholet,47.06,-0.8783,France,›—‰”«,FR,FRA,Pays de la Loire,minor,54186,1250540016
Ciboure,Ciboure,43.3853,-1.6678,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,6220,1250509602
Claix,Claix,45.1197,5.6717,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,7921,1250390116
Clamart,Clamart,48.8014,2.2628,France,›—‰”«,FR,FRA,?le-de-France,,52926,1250130113
Clapiers,Clapiers,43.6575,3.8883,France,›—‰”«,FR,FRA,Occitanie,,5431,1250601245
Claye-Souilly,Claye-Souilly,48.945,2.6867,France,›—‰”«,FR,FRA,?le-de-France,,12264,1250084946
Clermont,Clermont,49.3789,2.4125,France,›—‰”«,FR,FRA,Hauts-de-France,minor,10183,1250020067
Clermont-Ferrand,Clermont-Ferrand,45.7831,3.0824,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,minor,146734,1250135509
Clermont-líHÈrault,Clermont-l'Herault,43.6272,3.4322,France,›—‰”«,FR,FRA,Occitanie,,8962,1250938545
Clichy,Clichy,48.9044,2.3064,France,›—‰”«,FR,FRA,?le-de-France,,62485,1250104726
Clichy-sous-Bois,Clichy-sous-Bois,48.9102,2.5532,France,›—‰”«,FR,FRA,?le-de-France,,28992,1250123655
Clisson,Clisson,47.0869,-1.2836,France,›—‰”«,FR,FRA,Pays de la Loire,,7399,1250208710
Cluses,Cluses,46.0603,6.5786,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,16996,1250500811
Cognac,Cognac,45.6958,-0.3292,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,minor,18628,1250000336
Cognin,Cognin,45.5619,5.8972,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6264,1250027363
Cogolin,Cogolin,43.2525,6.53,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,11556,1250452505
Colmar,Colmar,48.0817,7.3556,France,›—‰”«,FR,FRA,Grand Est,minor,68703,1250950647
Colombelles,Colombelles,49.2042,-0.2972,France,›—‰”«,FR,FRA,Normandie,,6941,1250406374
Colombes,Colombes,48.9236,2.2522,France,›—‰”«,FR,FRA,?le-de-France,,86052,1250390247
Colomiers,Colomiers,43.6139,1.3367,France,›—‰”«,FR,FRA,Occitanie,,39097,1250882748
Combourg,Combourg,48.4086,-1.7517,France,›—‰”«,FR,FRA,Bretagne,,5945,1250117419
Combs-la-Ville,Combs-la-Ville,48.67,2.56,France,›—‰”«,FR,FRA,?le-de-France,,21811,1250661921
Comines,Comines,50.7611,3.0078,France,›—‰”«,FR,FRA,Hauts-de-France,,12498,1250749868
Commentry,Commentry,46.2889,2.7417,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6159,1250564623
Commercy,Commercy,48.7642,5.5917,France,›—‰”«,FR,FRA,Grand Est,minor,5399,1250651916
CompiËgne,Compiegne,49.4149,2.8231,France,›—‰”«,FR,FRA,Hauts-de-France,minor,40542,1250876040
Concarneau,Concarneau,47.8753,-3.9189,France,›—‰”«,FR,FRA,Bretagne,,19502,1250014863
Conches-en-Ouche,Conches-en-Ouche,48.9606,0.9425,France,›—‰”«,FR,FRA,Normandie,,5004,1250936092
Condat-sur-Vienne,Condat-sur-Vienne,45.7931,1.2317,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,5139,1250901373
CondÈ-sur-líEscaut,Conde-sur-l'Escaut,50.4492,3.5906,France,›—‰”«,FR,FRA,Hauts-de-France,,9586,1250188689
Condom,Condom,43.9575,0.3725,France,›—‰”«,FR,FRA,Occitanie,minor,6508,1250729153
Conflans-Sainte-Honorine,Conflans-Sainte-Honorine,48.9992,2.0983,France,›—‰”«,FR,FRA,?le-de-France,,35656,1250363572
Contes,Contes,43.8119,7.3139,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,7429,1250415501
Corbas,Corbas,45.6681,4.9019,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,11108,1250001738
Corbeil-Essonnes,Corbeil-Essonnes,48.6139,2.482,France,›—‰”«,FR,FRA,?le-de-France,,50954,1250742467
Corbie,Corbie,49.9089,2.5072,France,›—‰”«,FR,FRA,Hauts-de-France,,6307,1250000678
Cormeilles-en-Parisis,Cormeilles-en-Parisis,48.9739,2.2014,France,›—‰”«,FR,FRA,?le-de-France,,24681,1250599649
Cormontreuil,Cormontreuil,49.2228,4.0519,France,›—‰”«,FR,FRA,Grand Est,,6488,1250983357
Cornebarrieu,Cornebarrieu,43.6494,1.3264,France,›—‰”«,FR,FRA,Occitanie,,6862,1250945327
Corte,Corte,42.3056,9.1506,France,›—‰”«,FR,FRA,Corsica,,7468,1250640984
Cosne sur Loire,Cosne sur Loire,47.4103,2.925,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,minor,9741,1250995203
Coublevie,Coublevie,45.3556,5.6167,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,5026,1250098972
Coudekerque-Branche,Coudekerque-Branche,51.0253,2.3917,France,›—‰”«,FR,FRA,Hauts-de-France,,20925,1250526010
CouÎron,Coueron,47.2156,-1.7228,France,›—‰”«,FR,FRA,Pays de la Loire,,21862,1250732111
Coulaines,Coulaines,48.0267,0.2042,France,›—‰”«,FR,FRA,Pays de la Loire,,7600,1250973881
Coulogne,Coulogne,50.9242,1.885,France,›—‰”«,FR,FRA,Hauts-de-France,,5401,1250600841
Coulommiers,Coulommiers,48.8156,3.0836,France,›—‰”«,FR,FRA,?le-de-France,,14757,1250097723
Coulounieix,Coulounieix,45.1864,0.6914,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,7458,1250530998
Courbevoic,Courbevoic,48.8978,2.2531,France,›—‰”«,FR,FRA,?le-de-France,,82198,1250060303
Courcelles-les-Lens,Courcelles-les-Lens,50.4181,3.0181,France,›—‰”«,FR,FRA,Hauts-de-France,,7918,1250349084
Courcouronnes,Courcouronnes,48.6239,2.4294,France,›—‰”«,FR,FRA,?le-de-France,,13490,1250579473
Courdimanche,Courdimanche,49.0344,2.0014,France,›—‰”«,FR,FRA,?le-de-France,,6650,1250732614
Cournon-díAuvergne,Cournon-d'Auvergne,45.7422,3.1972,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,20157,1250524743
Cournonterral,Cournonterral,43.5578,3.7189,France,›—‰”«,FR,FRA,Occitanie,,6270,1250104175
CourriËres,Courrieres,50.4581,2.9472,France,›—‰”«,FR,FRA,Hauts-de-France,,10544,1250097393
Coursan,Coursan,43.2325,3.0589,France,›—‰”«,FR,FRA,Occitanie,,5864,1250115739
CourthÈzon,Courthezon,44.0875,4.8842,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,5723,1250868635
Courtry,Courtry,48.9175,2.6031,France,›—‰”«,FR,FRA,?le-de-France,,6658,1250323435
Coutances,Coutances,49.0453,-1.4453,France,›—‰”«,FR,FRA,Normandie,minor,8454,1250453260
Coutras,Coutras,45.0408,-0.1289,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,8582,1250067889
Couzeix,Couzeix,45.8761,1.2386,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,9349,1250333045
Cran-GÈvrier,Cran-Gevrier,45.9036,6.1039,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,18330,1250158129
Cranves-Sales,Cranves-Sales,46.1867,6.2914,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6902,1250851037
Craponne,Craponne,45.7453,4.7233,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,11125,1250337164
CrÈgy-lËs-Meaux,Cregy-les-Meaux,48.9786,2.8783,France,›—‰”«,FR,FRA,?le-de-France,,5145,1250665194
Creil,Creil,49.2583,2.4833,France,›—‰”«,FR,FRA,Hauts-de-France,,35800,1250367571
CrÈpy-en-Valois,Crepy-en-Valois,49.2344,2.8875,France,›—‰”«,FR,FRA,Hauts-de-France,,14796,1250074872
Crest,Crest,44.7283,5.0222,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,8629,1250484520
CrÈteil,Creteil,48.7911,2.4628,France,›—‰”«,FR,FRA,?le-de-France,minor,92265,1250710438
Creutzwald,Creutzwald,49.2053,6.6958,France,›—‰”«,FR,FRA,Grand Est,,13070,1250656042
Croissy-sur-Seine,Croissy-sur-Seine,48.8778,2.1422,France,›—‰”«,FR,FRA,?le-de-France,,9602,1250762354
Croix,Croix,50.6781,3.1508,France,›—‰”«,FR,FRA,Hauts-de-France,,21087,1250218619
Crolles,Crolles,45.285,5.8828,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,8260,1250401018
Crosne,Crosne,48.7147,2.4611,France,›—‰”«,FR,FRA,?le-de-France,,9285,1250623470
Crozon,Crozon,48.2453,-4.4889,France,›—‰”«,FR,FRA,Bretagne,,7415,1250727507
Cucq,Cucq,50.4869,1.6244,France,›—‰”«,FR,FRA,Hauts-de-France,,5092,1250767373
Cuers,Cuers,43.2375,6.0708,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,11560,1250977777
Cuges-les-Pins,Cuges-les-Pins,43.2764,5.7006,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,5147,1250282056
Cugnaux,Cugnaux,43.5378,1.3436,France,›—‰”«,FR,FRA,Occitanie,,18267,1250327764
Cuincy,Cuincy,50.3822,3.0467,France,›—‰”«,FR,FRA,Hauts-de-France,,6421,1250466756
Cusset,Cusset,46.1344,3.4564,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,12685,1250595334
Dainville,Dainville,50.2819,2.7272,France,›—‰”«,FR,FRA,Hauts-de-France,,5665,1250112405
Dammarie-lË-Lys,Dammarie-le-Lys,48.5177,2.6402,France,›—‰”«,FR,FRA,?le-de-France,,22177,1250036813
Dammartin-en-GoÎle,Dammartin-en-Goele,49.0542,2.6814,France,›—‰”«,FR,FRA,?le-de-France,,10196,1250805178
Dardilly,Dardilly,45.8056,4.7531,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,8675,1250475669
DarnÈtal,Darnetal,49.4447,1.1511,France,›—‰”«,FR,FRA,Normandie,,9773,1250534299
Dax,Dax,43.71,-1.05,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,minor,20762,1250059757
Decazeville,Decazeville,44.5592,2.2556,France,›—‰”«,FR,FRA,Occitanie,,5353,1250416067
DÈchy,Dechy,50.3525,3.1283,France,›—‰”«,FR,FRA,Hauts-de-France,,5362,1250493515
DÈcines-Charpieu,Decines-Charpieu,45.7694,4.9594,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,28604,1250944644
Decize,Decize,46.8292,3.4614,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,5267,1250596398
Delle,Delle,47.5069,6.9981,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,5678,1250527213
Denain,Denain,50.3286,3.395,France,›—‰”«,FR,FRA,Hauts-de-France,,19933,1250726384
DÈols,Deols,46.83,1.7058,France,›—‰”«,FR,FRA,Centre-Val de Loire,,7559,1250254509
Deuil-la-Barre,Deuil-la-Barre,48.9767,2.3272,France,›—‰”«,FR,FRA,?le-de-France,,22165,1250595652
DÈville-lËs-Rouen,Deville-les-Rouen,49.4697,1.0497,France,›—‰”«,FR,FRA,Normandie,,10461,1250228408
Dieppe,Dieppe,49.92,1.08,France,›—‰”«,FR,FRA,Normandie,minor,28561,1250006284
Digne-les-Bains,Digne-les-Bains,44.0925,6.2356,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,minor,16333,1250413412
Digoin,Digoin,46.4819,3.9806,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,,7777,1250847675
Dijon,Dijon,47.3167,5.0167,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,admin,156854,1250505606
Dinan,Dinan,48.4556,-2.0503,France,›—‰”«,FR,FRA,Bretagne,minor,14281,1250726966
Dinard,Dinard,48.6325,-2.0617,France,›—‰”«,FR,FRA,Bretagne,,10148,1250886929
Dives-sur-Mer,Dives-sur-Mer,49.2856,-0.1011,France,›—‰”«,FR,FRA,Normandie,,5411,1250489143
Divion,Divion,50.4722,2.5014,France,›—‰”«,FR,FRA,Hauts-de-France,,6977,1250854052
Divonne-les-Bains,Divonne-les-Bains,46.3567,6.1428,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,9787,1250225369
Dol-de-Bretagne,Dol-de-Bretagne,48.5497,-1.7508,France,›—‰”«,FR,FRA,Bretagne,,5714,1250700078
Dole,Dole,47.0931,5.4906,France,›—‰”«,FR,FRA,Bourgogne-Franche-ComtÈ,minor,23770,1250000209
Dombasle-sur-Meurthe,Dombasle-sur-Meurthe,48.625,6.3497,France,›—‰”«,FR,FRA,Grand Est,,9694,1250827581
DomËne,Domene,45.2025,5.8389,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6701,1250480388
DomÈrat,Domerat,46.3603,2.5344,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,8742,1250017296
Domont,Domont,49.0275,2.3267,France,›—‰”«,FR,FRA,?le-de-France,,15418,1250749171
Dompierre-sur-Mer,Dompierre-sur-Mer,46.1878,-1.065,France,›—‰”«,FR,FRA,Nouvelle-Aquitaine,,5560,1250110872
Donges,Donges,47.3231,-2.0761,France,›—‰”«,FR,FRA,Pays de la Loire,,8038,1250416397
DonzËre,Donzere,44.4436,4.71,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,5877,1250001029
Douai,Douai,50.3714,3.08,France,›—‰”«,FR,FRA,Hauts-de-France,minor,39634,1250026390
Douarnenez,Douarnenez,48.0922,-4.3303,France,›—‰”«,FR,FRA,Bretagne,,14015,1250598362
Douchy-les-Mines,Douchy-les-Mines,50.3014,3.3933,France,›—‰”«,FR,FRA,Hauts-de-France,,10311,1250347998
DouÈ-la-Fontaine,Doue-la-Fontaine,47.1931,-0.2756,France,›—‰”«,FR,FRA,Pays de la Loire,,7686,1250460103
Doullens,Doullens,50.1567,2.3403,France,›—‰”«,FR,FRA,Hauts-de-France,,5998,1250994731
Dourdan,Dourdan,48.5289,2.0108,France,›—‰”«,FR,FRA,?le-de-France,,10559,1250037704
Dourges,Dourges,50.4361,2.9867,France,›—‰”«,FR,FRA,Hauts-de-France,,5935,1250182199
Douvaine,Douvaine,46.305,6.3036,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,6077,1250325152
Douvrin,Douvrin,50.51,2.8317,France,›—‰”«,FR,FRA,Hauts-de-France,,5544,1250603527
Draguignan,Draguignan,43.5403,6.4667,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,minor,39106,1250434593
Drancy,Drancy,48.93,2.45,France,›—‰”«,FR,FRA,?le-de-France,,72109,1250144343
Draveil,Draveil,48.6852,2.408,France,›—‰”«,FR,FRA,?le-de-France,,28741,1250259151
Dreux,Dreux,48.7372,1.3664,France,›—‰”«,FR,FRA,Centre-Val de Loire,minor,30664,1250111227
Drusenheim,Drusenheim,48.7619,7.9517,France,›—‰”«,FR,FRA,Grand Est,,5211,1250988304
Dugny,Dugny,48.9536,2.4164,France,›—‰”«,FR,FRA,?le-de-France,,10757,1250530247
Dunkerque,Dunkerque,51.0383,2.3775,France,›—‰”«,FR,FRA,Hauts-de-France,minor,86865,1250542305
Eaubonne,Eaubonne,48.9922,2.2806,France,›—‰”«,FR,FRA,?le-de-France,,25139,1250854033
Eaunes,Eaunes,43.4217,1.3544,France,›—‰”«,FR,FRA,Occitanie,,6234,1250225935
?chirolles,Echirolles,45.1436,5.7183,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,36961,1250068443
Eckbolsheim,Eckbolsheim,48.5789,7.6897,France,›—‰”«,FR,FRA,Grand Est,,6986,1250420444
?couen,Ecouen,49.0186,2.3811,France,›—‰”«,FR,FRA,?le-de-France,,7145,1250904781
?cully,Ecully,45.7744,4.7775,France,›—‰”«,FR,FRA,Auvergne-RhÙne-Alpes,,18587,1250000295
?gly,Egly,48.5806,2.2239,France,›—‰”«,FR,FRA,?le-de-France,,6094,1250572810
?guilles,Eguilles,43.5686,5.3542,France,›—‰”«,FR,FRA,Provence-Alpes-CÙte díAzur,,7957,1250850500
?lancourt,Elancourt,48.7847,1.9589,France,›—‰”«,FR,FRA,?le-de-France,,25575,1250293935
Elbeuf,Elbeuf,49.2858,1.0083,France,›—‰”«,FR,FRA,Normandie,,16205,1250753787
Elne,Elne,42.6003,2.9711,France,›—‰”«,FR,FRA,Occitanie,,9103,1250848284
