Cuatro Ciénegas de Carranza,Cuatro Cienegas de Carranza,Cuatro Cienegas de Carranza,26.9861,-102.0664,Mexico,MX,MEX,Coahuila de Zaragoza,minor,10395,1484012996
Cuauhtémoc,Cuauhtemoc,Cuauhtemoc,28.405,-106.8667,Mexico,MX,MEX,Chihuahua,minor,168482,1484365643
Cuauhtémoc,Cuauhtemoc,Cuauhtemoc,19.3281,-103.6028,Mexico,MX,MEX,Colima,minor,7513,1484009228
Cuautepec de Hinojosa,Cuautepec de Hinojosa,Cuautepec de Hinojosa,20.15,-98.4333,Mexico,MX,MEX,Hidalgo,minor,45527,1484413126
Cuautitl?n,Cuautitlan,Cuautitlan,19.6833,-99.1833,Mexico,MX,MEX,México,minor,110385,1484256075
Cuautitl?n,Cuautitlan,Cuautitlan,19.4333,-104.3,Mexico,MX,MEX,Jalisco,minor,18138,1484216677
Cuautitl?n Izcalli,Cuautitlan Izcalli,Cuautitlan Izcalli,19.65,-99.25,Mexico,MX,MEX,México,minor,140059,1484282338
Cuautla,Cuautla,Cuautla,18.8167,-98.95,Mexico,MX,MEX,Morelos,minor,194786,1484359683
Cuencamé de Ceniceros,Cuencame de Ceniceros,Cuencame de Ceniceros,24.8667,-103.7,Mexico,MX,MEX,Durango,minor,8876,1484919654
Cuer?maro,Cueramaro,Cueramaro,20.6258,-101.6739,Mexico,MX,MEX,Guanajuato,minor,27308,1484743958
Cuernavaca,Cuernavaca,Cuernavaca,18.9186,-99.2342,Mexico,MX,MEX,Morelos,admin,338650,1484926471
Cuetzalan,Cuetzalan,Cuetzalan,20.0333,-97.5167,Mexico,MX,MEX,Puebla,minor,47983,1484831454
Cuicatlan,Cuicatlan,Cuicatlan,17.8,-96.95,Mexico,MX,MEX,Oaxaca,,9945,1484474019
Cuichapa,Cuichapa,Cuichapa,18.7667,-96.8667,Mexico,MX,MEX,Veracruz,minor,12238,1484015677
Cuilapan de Guerrero,Cuilapan de Guerrero,Cuilapan de Guerrero,16.9972,-96.7817,Mexico,MX,MEX,Oaxaca,minor,21597,1484534441
Culiac?n,Culiacan,Culiacan,24.8069,-107.3939,Mexico,MX,MEX,Sinaloa,admin,808416,1484516810
Cuqu?o,Cuquio,Cuquio,20.9275,-103.0239,Mexico,MX,MEX,Jalisco,minor,17980,1484426156
Degollado,Degollado,Degollado,20.4667,-102.15,Mexico,MX,MEX,Jalisco,minor,21226,1484086425
Delicias,Delicias,Delicias,28.1931,-105.4717,Mexico,MX,MEX,Chihuahua,minor,150506,1484405772
Doctor Mora,Doctor Mora,Doctor Mora,21.1425,-100.3192,Mexico,MX,MEX,Guanajuato,minor,23324,1484329164
Dolores Hidalgo Cuna de la Independencia Nacional,Dolores Hidalgo Cuna de la Independencia Nacional,Dolores Hidalgo Cuna de la Independencia Nacional,21.1516,-100.9369,Mexico,MX,MEX,Guanajuato,minor,67101,1484115665
Durango,Durango,Durango,24.0167,-104.6667,Mexico,MX,MEX,Durango,admin,654876,1484854616
Dzidzantun,Dzidzantun,Dzidzantun,21.2472,-89.0417,Mexico,MX,MEX,Yucat?n,,7393,1484105150
Dzilam Gonz?lez,Dzilam Gonzalez,Dzilam Gonzalez,21.28,-88.9292,Mexico,MX,MEX,Yucat?n,minor,5875,1484123404
Dzitbalché,Dzitbalche,Dzitbalche,20.3167,-90.05,Mexico,MX,MEX,Campeche,,11686,1484603562
Ecatepec,Ecatepec,Ecatepec,19.6097,-99.06,Mexico,MX,MEX,México,minor,1857188,1484003694
Ecatzingo,Ecatzingo,Ecatzingo,18.95,-98.75,Mexico,MX,MEX,México,minor,9369,1484003696
El Arenal,El Arenal,El Arenal,20.7754,-103.6935,Mexico,MX,MEX,Jalisco,minor,19900,1484970184
El Arenal,El Arenal,El Arenal,20.2167,-98.9167,Mexico,MX,MEX,Hidalgo,,15037,1484425146
El Barrio de la Soledad,El Barrio de la Soledad,El Barrio de la Soledad,16.8,-95.1167,Mexico,MX,MEX,Oaxaca,,14277,1484814019
El Bosque,El Bosque,El Bosque,17.0667,-92.7167,Mexico,MX,MEX,Chiapas,minor,22606,1484278804
El Dorado,El Dorado,El Dorado,24.3228,-107.363,Mexico,MX,MEX,Sinaloa,,17365,1484719986
El Espinal,El Espinal,El Espinal,16.4906,-95.0444,Mexico,MX,MEX,Oaxaca,minor,8575,1484603133
El Fuerte,El Fuerte,El Fuerte,26.4214,-108.62,Mexico,MX,MEX,Sinaloa,minor,12566,1484950387
El Higo,El Higo,El Higo,21.7667,-98.45,Mexico,MX,MEX,Veracruz,minor,7844,1484087998
El Lim?n,El Limon,El Limon,19.75,-104.0167,Mexico,MX,MEX,Jalisco,minor,5379,1484400765
El Parral,El Parral,El Parral,16.3662,-93.0067,Mexico,MX,MEX,Chiapas,,11949,1484888163
El Porvenir de Velasco Su?rez,El Porvenir de Velasco Suarez,El Porvenir de Velasco Suarez,15.4556,-92.2794,Mexico,MX,MEX,Chiapas,minor,14121,1484841642
El Rosario,El Rosario,El Rosario,22.9922,-105.8572,Mexico,MX,MEX,Sinaloa,minor,16001,1484373649
El Salto,El Salto,El Salto,23.7823,-105.3585,Mexico,MX,MEX,Durango,minor,24241,1484463833
Eloxochitl?n,Eloxochitlan,Eloxochitlan,18.5088,-96.9227,Mexico,MX,MEX,Puebla,,12520,1484796183
Emiliano Zapata,Emiliano Zapata,Emiliano Zapata,19.65,-98.55,Mexico,MX,MEX,Hidalgo,minor,12309,1484053015
Emiliano Zapata,Emiliano Zapata,Emiliano Zapata,16.5,-92.8667,Mexico,MX,MEX,Chiapas,,10783,1484357716
Empalme,Empalme,Empalme,27.9617,-110.8125,Mexico,MX,MEX,Sonora,minor,38886,1484366250
Encarnaci?n de D?az,Encarnacion de Diaz,Encarnacion de Diaz,21.5167,-102.2333,Mexico,MX,MEX,Jalisco,minor,53555,1484206173
Ensenada,Ensenada,Ensenada,31.8578,-116.6058,Mexico,MX,MEX,Baja California,minor,557430,1484714297
Epazoyucan,Epazoyucan,Epazoyucan,20.0177,-98.6361,Mexico,MX,MEX,Hidalgo,minor,11522,1484543443
Erongar?cuaro,Erongaricuaro,Erongaricuaro,19.5833,-101.7167,Mexico,MX,MEX,Michoac?n de Ocampo,minor,15291,1484012062
Esc?rcega,Escarcega,Escarcega,18.6067,-90.7344,Mexico,MX,MEX,Campeche,minor,29477,1484800970
Escuinapa,Escuinapa,Escuinapa,22.9822,-105.7031,Mexico,MX,MEX,Sinaloa,minor,30790,1484295544
Escuintla,Escuintla,Escuintla,15.3193,-92.6586,Mexico,MX,MEX,Chiapas,minor,10624,1484508510
Esperanza,Esperanza,Esperanza,27.58,-109.9298,Mexico,MX,MEX,Sonora,,3836,1484729183
Espita,Espita,Espita,21.0128,-88.3047,Mexico,MX,MEX,Yucat?n,minor,11551,1484433962
Etchojoa,Etchojoa,Etchojoa,26.8667,-109.65,Mexico,MX,MEX,Sonora,minor,9831,1484867357
Ezequiel Montes,Ezequiel Montes,Ezequiel Montes,20.6667,-99.8833,Mexico,MX,MEX,Querétaro,minor,14053,1484350732
Felipe Carrillo Puerto,Felipe Carrillo Puerto,Felipe Carrillo Puerto,19.5786,-88.0453,Mexico,MX,MEX,Quintana Roo,minor,81742,1484914299
Filomeno Mata,Filomeno Mata,Filomeno Mata,20.2,-97.7,Mexico,MX,MEX,Veracruz,minor,18367,1484846261
Fort?n de las Flores,Fortin de las Flores,Fortin de las Flores,18.9,-97,Mexico,MX,MEX,Veracruz,minor,21370,1484333240
Francisco I. Madero,Francisco I. Madero,Francisco I. Madero,25.7753,-103.2731,Mexico,MX,MEX,Coahuila de Zaragoza,minor,50084,1484764993
Francisco Le?n,Francisco Leon,Francisco Leon,17.3167,-93.25,Mexico,MX,MEX,Chiapas,,7430,1484006273
Fresnillo,Fresnillo,Fresnillo,23.175,-102.8675,Mexico,MX,MEX,Zacatecas,minor,230865,1484014035
Frontera,Frontera,Frontera,26.926,-101.449,Mexico,MX,MEX,Coahuila de Zaragoza,minor,75242,1484811972
Frontera,Frontera,Frontera,18.5336,-92.6469,Mexico,MX,MEX,Tabasco,minor,22795,1484000527
Galeana,Galeana,Galeana,24.8333,-100.0667,Mexico,MX,MEX,Nuevo Le?n,minor,38930,1484336701
Garc?a,Garcia,Garcia,25.8167,-100.5833,Mexico,MX,MEX,Nuevo Le?n,minor,145867,1484753599
General Bravo,General Bravo,General Bravo,25.8,-99.1667,Mexico,MX,MEX,Nuevo Le?n,minor,5385,1484226392
G?mez Far?as,Gomez Farias,Gomez Farias,29.3583,-107.7361,Mexico,MX,MEX,Chihuahua,minor,5330,1484446758
G?mez Palacio,Gomez Palacio,Gomez Palacio,25.5611,-103.4983,Mexico,MX,MEX,Durango,minor,342286,1484092318
Gonz?lez,Gonzalez,Gonzalez,22.8281,-98.4306,Mexico,MX,MEX,Tamaulipas,minor,11212,1484835501
Grajales,Grajales,Grajales,19.25,-97.7833,Mexico,MX,MEX,Puebla,minor,14159,1484035729
Guacharachi,Guacharachi,Guacharachi,27.15,-107.3167,Mexico,MX,MEX,Chihuahua,,45544,1484013438
Guachochi,Guachochi,Guachochi,26.8194,-107.07,Mexico,MX,MEX,Chihuahua,minor,14513,1484533430
Guadalajara,Guadalajara,Guadalajara,20.6767,-103.3475,Mexico,MX,MEX,Jalisco,admin,5437000,1484950208
Guadalupe,Guadalupe,Guadalupe,25.6775,-100.2597,Mexico,MX,MEX,Nuevo Le?n,minor,691931,1484002410
Guadalupe,Guadalupe,Guadalupe,22.7528,-102.5078,Mexico,MX,MEX,Zacatecas,minor,215000,1484781342
Guadalupe Victoria,Guadalupe Victoria,Guadalupe Victoria,19.323,-97.3687,Mexico,MX,MEX,Puebla,,16923,1484527511
Guadalupe y Calvo,Guadalupe y Calvo,Guadalupe y Calvo,26.095,-106.9644,Mexico,MX,MEX,Chihuahua,minor,5816,1484245253
Guadalupe Yancuictlalpan,Guadalupe Yancuictlalpan,Guadalupe Yancuictlalpan,19.1831,-99.4583,Mexico,MX,MEX,Morelos,,6385,1484186132
Guam?chil,Guamuchil,Guamuchil,25.4639,-108.0794,Mexico,MX,MEX,Sinaloa,minor,63743,1484709566
Guanajuato,Guanajuato,Guanajuato,21.0178,-101.2567,Mexico,MX,MEX,Guanajuato,admin,194500,1484185068
Guasave,Guasave,Guasave,25.5744,-108.4706,Mexico,MX,MEX,Sinaloa,minor,320000,1484450749
Guasavito,Guasavito,Guasavito,25.5655,-108.4718,Mexico,MX,MEX,Sinaloa,,86361,1484662260
Guaymas,Guaymas,Guaymas,28.1667,-110.6667,Mexico,MX,MEX,Sonora,,156863,1484822562
Guerrero,Guerrero,Guerrero,28.5478,-107.4856,Mexico,MX,MEX,Chihuahua,minor,7751,1484042029
Guerrero Negro,Guerrero Negro,Guerrero Negro,27.9589,-114.0561,Mexico,MX,MEX,Baja California,,13596,1484879768
Halach?,Halacho,Halacho,20.4764,-90.0819,Mexico,MX,MEX,Yucat?n,minor,9412,1484161200
Hecelchak?n,Hecelchakan,Hecelchakan,20.1667,-90.1333,Mexico,MX,MEX,Campeche,minor,10285,1484700920
Hermosillo,Hermosillo,Hermosillo,29.0989,-110.9542,Mexico,MX,MEX,Sonora,admin,855563,1484015319
Heroica Caborca,Heroica Caborca,Heroica Caborca,30.7167,-112.15,Mexico,MX,MEX,Sonora,minor,67604,1484993432
Heroica Ciudad de Tlaxiaco,Heroica Ciudad de Tlaxiaco,Heroica Ciudad de Tlaxiaco,17.2077,-97.6798,Mexico,MX,MEX,Oaxaca,minor,21391,1484201826
Heroica Guaymas,Heroica Guaymas,Heroica Guaymas,27.9183,-110.8989,Mexico,MX,MEX,Sonora,minor,117253,1484689704
Heroica Matamoros,Heroica Matamoros,Heroica Matamoros,25.8797,-97.5042,Mexico,MX,MEX,Tamaulipas,minor,541979,1484614906
Heroica Nogales,Heroica Nogales,Heroica Nogales,31.3186,-110.9458,Mexico,MX,MEX,Sonora,minor,261137,1484364591
Hidalgotitl?n,Hidalgotitlan,Hidalgotitlan,17.7833,-94.6333,Mexico,MX,MEX,Veracruz,minor,19587,1484749313
Higuera de Zaragoza,Higuera de Zaragoza,Higuera de Zaragoza,25.95,-109.2833,Mexico,MX,MEX,Sinaloa,,8976,1484471294
Homun,Homun,Homun,20.7386,-89.285,Mexico,MX,MEX,Yucat?n,,6146,1484015198
Hopelchén,Hopelchen,Hopelchen,19.7444,-89.8453,Mexico,MX,MEX,Campeche,minor,7295,1484431471
Hostotipaquillo,Hostotipaquillo,Hostotipaquillo,21.0603,-104.0509,Mexico,MX,MEX,Jalisco,minor,9761,1484387476
Huamantla,Huamantla,Huamantla,19.3133,-97.9228,Mexico,MX,MEX,Tlaxcala,minor,51996,1484180362
Huan?maro,Huanimaro,Huanimaro,20.3675,-101.4969,Mexico,MX,MEX,Guanajuato,minor,20117,1484325445
Huaniqueo de Morales,Huaniqueo de Morales,Huaniqueo de Morales,19.8946,-101.5122,Mexico,MX,MEX,México,minor,8093,1484424905
Huatabampo,Huatabampo,Huatabampo,26.8275,-109.6422,Mexico,MX,MEX,Sonora,minor,30324,1484335657
Huatusco,Huatusco,Huatusco,19.1489,-96.9661,Mexico,MX,MEX,Veracruz,minor,60674,1484463389
Huautepec,Huautepec,Huautepec,18.1,-96.7833,Mexico,MX,MEX,Oaxaca,minor,6299,1484778510
Huautla,Huautla,Huautla,21.0308,-98.285,Mexico,MX,MEX,Hidalgo,,22521,1484208664
Huebampo,Huebampo,Huebampo,26.6667,-109.35,Mexico,MX,MEX,Sonora,,77682,1484527916
Huehuet?n,Huehuetan,Huehuetan,15.0319,-92.3844,Mexico,MX,MEX,Chiapas,minor,35017,1484054085
Huehuetla,Huehuetla,Huehuetla,20.1075,-97.6233,Mexico,MX,MEX,Puebla,minor,18803,1484001118
Huejotzingo,Huejotzingo,Huejotzingo,19.1594,-98.4073,Mexico,MX,MEX,Puebla,minor,25684,1484474577
Huej?car,Huejucar,Huejucar,22.3591,-103.2108,Mexico,MX,MEX,Jalisco,minor,5633,1484409823
Huejutla de Reyes,Huejutla de Reyes,Huejutla de Reyes,21.1333,-98.4167,Mexico,MX,MEX,Hidalgo,,129919,1484746079
Hueyapan de Ocampo,Hueyapan de Ocampo,Hueyapan de Ocampo,18.15,-95.15,Mexico,MX,MEX,Veracruz,minor,43309,1484670918
Hueyotlipan,Hueyotlipan,Hueyotlipan,18.9,-97.85,Mexico,MX,MEX,Puebla,minor,8511,1484584311
Huiloapan,Huiloapan,Huiloapan,18.8167,-97.15,Mexico,MX,MEX,Veracruz,minor,7221,1484217254
Huitiup?n,Huitiupan,Huitiupan,17.1667,-92.6833,Mexico,MX,MEX,Chiapas,minor,23172,1484743259
Huitzilan,Huitzilan,Huitzilan,19.9667,-97.6833,Mexico,MX,MEX,Puebla,minor,15096,1484786185
Huixcolotla,Huixcolotla,Huixcolotla,18.9219,-97.7708,Mexico,MX,MEX,Puebla,minor,14810,1484332923
Huixquilucan,Huixquilucan,Huixquilucan,19.3611,-99.3508,Mexico,MX,MEX,México,minor,224042,1484187110
Huixtla,Huixtla,Huixtla,15.1429,-92.5122,Mexico,MX,MEX,Chiapas,minor,54332,1484012568
Hunucm?,Hunucma,Hunucma,21.0153,-89.8744,Mexico,MX,MEX,Yucat?n,minor,24910,1484800428
Ignacio de la Llave,Ignacio de la Llave,Ignacio de la Llave,18.6618,-95.9721,Mexico,MX,MEX,Veracruz,minor,17105,1484700629
Iguala de la Independencia,Iguala de la Independencia,Iguala de la Independencia,18.35,-99.5333,Mexico,MX,MEX,Guerrero,minor,140363,1484280781
Ilamatl?n,Ilamatlan,Ilamatlan,20.7833,-98.45,Mexico,MX,MEX,Veracruz,minor,13474,1484806313
Imuris,Imuris,Imuris,30.7667,-110.8333,Mexico,MX,MEX,Sonora,minor,6924,1484234881
Irapuato,Irapuato,Irapuato,20.6667,-101.35,Mexico,MX,MEX,Guanajuato,minor,592953,1484625454
Isla Mujeres,Isla Mujeres,Isla Mujeres,21.2084,-86.7115,Mexico,MX,MEX,Quintana Roo,minor,12491,1484856745
Ixcatepec,Ixcatepec,Ixcatepec,21.2333,-98,Mexico,MX,MEX,Veracruz,,13591,1484476969
Ixhuatl?n de Madero,Ixhuatlan de Madero,Ixhuatlan de Madero,20.6833,-98.0167,Mexico,MX,MEX,Veracruz,minor,54132,1484817314
Ixhuatl?n del Sureste,Ixhuatlan del Sureste,Ixhuatlan del Sureste,18.017,-94.38,Mexico,MX,MEX,Veracruz,minor,15800,1484815291
Ixhuatlancillo,Ixhuatlancillo,Ixhuatlancillo,18.9,-97.15,Mexico,MX,MEX,Veracruz,minor,24896,1484287458
Ixtacomit?n,Ixtacomitan,Ixtacomitan,17.4267,-93.0943,Mexico,MX,MEX,Chiapas,minor,10772,1484290089
Ixtaczoquitl?n,Ixtaczoquitlan,Ixtaczoquitlan,18.85,-97.0667,Mexico,MX,MEX,Veracruz,minor,68823,1484464346
Ixtapa,Ixtapa,Ixtapa,16.8,-92.9,Mexico,MX,MEX,Chiapas,minor,27198,1484243579
Ixtapa Zihuatanejo,Ixtapa Zihuatanejo,Ixtapa Zihuatanejo,17.6367,-101.5514,Mexico,MX,MEX,Guerrero,,8992,1484980277
Ixtapaluca,Ixtapaluca,Ixtapaluca,19.3186,-98.8822,Mexico,MX,MEX,México,minor,495566,1484452937
Ixtapan del Oro,Ixtapan del Oro,Ixtapan del Oro,19.2614,-100.2628,Mexico,MX,MEX,México,minor,6349,1484137881
Ixtapangajoya,Ixtapangajoya,Ixtapangajoya,17.4972,-93.0017,Mexico,MX,MEX,Chiapas,minor,5384,1484393364
Ixtlahuaca,Ixtlahuaca,Ixtlahuaca,19.5689,-99.7669,Mexico,MX,MEX,México,minor,153184,1484837068
Ixtlahuac?n de los Membrillos,Ixtlahuacan de los Membrillos,Ixtlahuacan de los Membrillos,20.35,-103.1833,Mexico,MX,MEX,Jalisco,minor,67969,1484370414
Ixtlahuac?n del R?o,Ixtlahuacan del Rio,Ixtlahuacan del Rio,20.8667,-103.25,Mexico,MX,MEX,Jalisco,minor,19070,1484528814
Izamal,Izamal,Izamal,20.9314,-89.0178,Mexico,MX,MEX,Yucat?n,,16195,1484567751
Jacala,Jacala,Jacala,21.0053,-99.1719,Mexico,MX,MEX,Hidalgo,,12057,1484527650
Jalcomulco,Jalcomulco,Jalcomulco,19.3333,-96.7667,Mexico,MX,MEX,Veracruz,minor,5006,1484823110
Jalpan,Jalpan,Jalpan,21.2167,-99.4725,Mexico,MX,MEX,Querétaro,minor,25550,1484214957
Jaltenango,Jaltenango,Jaltenango,15.8725,-92.725,Mexico,MX,MEX,Chiapas,minor,11875,1484260963
Jaltenco,Jaltenco,Jaltenco,19.7511,-99.0931,Mexico,MX,MEX,México,minor,26359,1484504076
J?ltipan de Morelos,Jaltipan de Morelos,Jaltipan de Morelos,17.9703,-94.7144,Mexico,MX,MEX,Veracruz,minor,41644,1484054405
Jaltocan,Jaltocan,Jaltocan,21.1333,-98.5383,Mexico,MX,MEX,Hidalgo,,10265,1484352270
Jamay,Jamay,Jamay,20.2944,-102.7097,Mexico,MX,MEX,Jalisco,minor,24753,1484510036
Jamiltepec,Jamiltepec,Jamiltepec,16.2783,-97.82,Mexico,MX,MEX,Oaxaca,minor,19201,1484035155
Jaral del Progreso,Jaral del Progreso,Jaral del Progreso,20.3667,-101.0667,Mexico,MX,MEX,Guanajuato,minor,36584,1484182390
Jes?s Mar?a,Jesus Maria,Jesus Maria,21.9667,-102.35,Mexico,MX,MEX,Aguascalientes,minor,43012,1484096692
Jes?s Mar?a,Jesus Maria,Jesus Maria,20.6068,-102.223,Mexico,MX,MEX,Jalisco,minor,19469,1484588871
Jilotepec,Jilotepec,Jilotepec,19.9519,-99.5328,Mexico,MX,MEX,México,minor,87927,1484789785
Jilotepec,Jilotepec,Jilotepec,19.6113,-96.9224,Mexico,MX,MEX,Veracruz,minor,16682,1484009524
Jilotl?n de los Dolores,Jilotlan de los Dolores,Jilotlan de los Dolores,19.3708,-103.0197,Mexico,MX,MEX,Jalisco,minor,9917,1484298923
Jiménez,Jimenez,Jimenez,27.13,-104.9067,Mexico,MX,MEX,Chihuahua,minor,48859,1484452730
Jiquipilas,Jiquipilas,Jiquipilas,16.6683,-93.6444,Mexico,MX,MEX,Chiapas,minor,39109,1484691049
Jitotol,Jitotol,Jitotol,17.0667,-92.8667,Mexico,MX,MEX,Chiapas,minor,20606,1484831989
Jiutepec,Jiutepec,Jiutepec,18.8833,-99.1667,Mexico,MX,MEX,Morelos,minor,162427,1484001709
Jocotepec,Jocotepec,Jocotepec,20.2863,-103.4304,Mexico,MX,MEX,Jalisco,minor,46521,1484245726
Jocotitl?n,Jocotitlan,Jocotitlan,19.7072,-99.7867,Mexico,MX,MEX,México,minor,65291,1484167307
Joquicingo,Joquicingo,Joquicingo,19.0556,-99.5467,Mexico,MX,MEX,México,minor,11042,1484561507
José Cardel,Jose Cardel,Jose Cardel,19.3667,-96.3667,Mexico,MX,MEX,Veracruz,minor,19341,1484785956
José Mar?a Morelos,Jose Maria Morelos,Jose Maria Morelos,19.75,-88.7,Mexico,MX,MEX,Quintana Roo,minor,36179,1484872600
Juan Aldama,Juan Aldama,Juan Aldama,24.291,-103.394,Mexico,MX,MEX,Zacatecas,minor,14162,1484898373
Juan Rodr?guez Clara,Juan Rodriguez Clara,Juan Rodriguez Clara,18,-95.4,Mexico,MX,MEX,Veracruz,minor,38895,1484000401
Juanacatl?n,Juanacatlan,Juanacatlan,20.5,-103.1667,Mexico,MX,MEX,Jalisco,minor,17955,1484068541
Ju?rez,Juarez,Juarez,31.7386,-106.487,Mexico,MX,MEX,Chihuahua,minor,1321004,1484840083
Juchique de Ferrer,Juchique de Ferrer,Juchique de Ferrer,19.8333,-96.7,Mexico,MX,MEX,Veracruz,minor,16360,1484992524
Juchit?n de Zaragoza,Juchitan de Zaragoza,Juchitan de Zaragoza,16.436,-95.0198,Mexico,MX,MEX,Oaxaca,minor,74825,1484386317
Juchitepec,Juchitepec,Juchitepec,19.0997,-98.8792,Mexico,MX,MEX,México,minor,29436,1484007934
Juventino Rosas,Juventino Rosas,Juventino Rosas,20.65,-101,Mexico,MX,MEX,Guanajuato,minor,79214,1484008596
Kanas?n,Kanasin,Kanasin,20.9344,-89.5578,Mexico,MX,MEX,Yucat?n,minor,139753,1484390572
Kantunilk?n,Kantunilkin,Kantunilkin,21.1,-87.4833,Mexico,MX,MEX,Quintana Roo,minor,7150,1484008816
Kinchil,Kinchil,Kinchil,20.9161,-89.9469,Mexico,MX,MEX,Yucat?n,,6307,1484602892
La Barca,La Barca,La Barca,20.2833,-102.5667,Mexico,MX,MEX,Jalisco,minor,67937,1484900173
La Crucecita,La Crucecita,La Crucecita,15.7753,-96.1425,Mexico,MX,MEX,Oaxaca,,13044,1484030886
La Cruz,La Cruz,La Cruz,23.9214,-106.8919,Mexico,MX,MEX,Sinaloa,minor,15657,1484243519
La Grandeza,La Grandeza,La Grandeza,15.5333,-92.2333,Mexico,MX,MEX,Chiapas,minor,7057,1484377004
La Huacana,La Huacana,La Huacana,18.9625,-101.8069,Mexico,MX,MEX,Michoac?n de Ocampo,minor,34243,1484078900
La Huerta,La Huerta,La Huerta,19.4833,-104.65,Mexico,MX,MEX,Jalisco,minor,24563,1484366583
La Junta,La Junta,La Junta,28.4778,-107.3317,Mexico,MX,MEX,Chihuahua,,8930,1484913185
La Magdalena Chichicaspa,La Magdalena Chichicaspa,La Magdalena Chichicaspa,19.4181,-99.3228,Mexico,MX,MEX,México,,12193,1484790302
La Misi?n,La Mision,La Mision,21.1,-99.1333,Mexico,MX,MEX,Hidalgo,,10096,1484006779
La Paz,La Paz,La Paz,24.1422,-110.3108,Mexico,MX,MEX,Baja California Sur,admin,250141,1484005187
La Resolana,La Resolana,La Resolana,19.6031,-104.4362,Mexico,MX,MEX,Jalisco,minor,21584,1484556709
La Trinidad,La Trinidad,La Trinidad,16.0175,-91.9334,Mexico,MX,MEX,Chiapas,,76917,1484023235
Lagos de Moreno,Lagos de Moreno,Lagos de Moreno,21.3564,-101.9292,Mexico,MX,MEX,Jalisco,minor,164981,1484759605
Lampazos de Naranjo,Lampazos de Naranjo,Lampazos de Naranjo,27.025,-100.5056,Mexico,MX,MEX,Nuevo Le?n,minor,5305,1484271462
Las Delicias,Las Delicias,Las Delicias,28.2,-105.5,Mexico,MX,MEX,Chihuahua,,114783,1484513329
Las Margaritas,Las Margaritas,Las Margaritas,16.3078,-91.9683,Mexico,MX,MEX,Chiapas,minor,122821,1484007496
Las Rosas,Las Rosas,Las Rosas,16.3556,-92.3672,Mexico,MX,MEX,Chiapas,minor,28261,1484866090
Las Veredas,Las Veredas,Las Veredas,23.15,-109.7,Mexico,MX,MEX,Baja California Sur,,10478,1484096349
L?zaro C?rdenas,Lazaro Cardenas,Lazaro Cardenas,28.3897,-105.6236,Mexico,MX,MEX,Chihuahua,,8704,1484739082
Le?n de los Aldama,Leon de los Aldama,Leon de los Aldama,21.1167,-101.6833,Mexico,MX,MEX,Guanajuato,minor,1579803,1484811199
Leona Vicario,Leona Vicario,Leona Vicario,20.9922,-87.2028,Mexico,MX,MEX,Quintana Roo,,6517,1484013873
Lerma,Lerma,Lerma,19.8,-90.6,Mexico,MX,MEX,Campeche,,8281,1484035396
Linares,Linares,Linares,24.8604,-99.57,Mexico,MX,MEX,Nuevo Le?n,minor,57731,1484504671
Loreto,Loreto,Loreto,22.2667,-101.9833,Mexico,MX,MEX,Zacatecas,minor,43411,1484384276
Loreto,Loreto,Loreto,26.0128,-111.3433,Mexico,MX,MEX,Baja California Sur,minor,14724,1484876942
Los Mochis,Los Mochis,Los Mochis,25.7835,-108.9937,Mexico,MX,MEX,Sinaloa,minor,490000,1484443585
Los Reyes,Los Reyes,Los Reyes,18.6731,-97.0456,Mexico,MX,MEX,Veracruz,minor,5830,1484478891
Los Reyes de Ju?rez,Los Reyes de Juarez,Los Reyes de Juarez,18.9267,-97.7983,Mexico,MX,MEX,Puebla,minor,27454,1484937929
Los Reyes de Salgado,Los Reyes de Salgado,Los Reyes de Salgado,19.5833,-102.4667,Mexico,MX,MEX,Michoac?n de Ocampo,,69723,1484279186
Lototla,Lototla,Lototla,20.8392,-98.7178,Mexico,MX,MEX,Hidalgo,,9541,1484853725
Madera,Madera,Madera,29.19,-108.1414,Mexico,MX,MEX,Chihuahua,minor,15447,1484958144
Magdalena,Magdalena,Magdalena,20.9092,-103.9803,Mexico,MX,MEX,Jalisco,minor,22643,1484476169
Magdalena de Kino,Magdalena de Kino,Magdalena de Kino,30.6167,-111.05,Mexico,MX,MEX,Sonora,minor,30429,1484799240
Magdalena Tequisistl?n,Magdalena Tequisistlan,Magdalena Tequisistlan,16.3992,-95.6033,Mexico,MX,MEX,Oaxaca,minor,6038,1484137889
Manzanillo,Manzanillo,Manzanillo,19.0522,-104.3158,Mexico,MX,MEX,Colima,minor,110735,1484223913
Mapastepec,Mapastepec,Mapastepec,15.4417,-92.8917,Mexico,MX,MEX,Chiapas,minor,17931,1484386885
Mapim?,Mapimi,Mapimi,25.8331,-103.8478,Mexico,MX,MEX,Durango,minor,5623,1484156937
Maravat?o de Ocampo,Maravatio de Ocampo,Maravatio de Ocampo,19.8933,-100.4428,Mexico,MX,MEX,Michoac?n de Ocampo,minor,88535,1484174386
Maravilla Tenejapa,Maravilla Tenejapa,Maravilla Tenejapa,16.1333,-91.2833,Mexico,MX,MEX,Chiapas,minor,12945,1484598932
Mariano Escobedo,Mariano Escobedo,Mariano Escobedo,18.9167,-97.1333,Mexico,MX,MEX,Veracruz,minor,37285,1484215926
Mart?nez de la Torre,Martinez de la Torre,Martinez de la Torre,20.0667,-97.05,Mexico,MX,MEX,Veracruz,minor,110415,1484150240
